League,Team,Player,Country,Appearances,URL
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Dalbert,Brazil,0,https://en.wikipedia.org/wiki/Dalbert_Henrique
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Kevin Agudelo,Colombia,0,https://en.wikipedia.org/wiki/Kevin_Agudelo
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Gaetano Castrovilli,Italy,1,https://en.wikipedia.org/wiki/Gaetano_Castrovilli
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Aleksa Terzić,Serbia,0,https://en.wikipedia.org/wiki/Aleksa_Terzi%C4%87
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Erick Pulgar,Chile,0,https://en.wikipedia.org/wiki/Erick_Pulgar
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Alfred Duncan,Ghana,0,https://en.wikipedia.org/wiki/Alfred_Duncan
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Marco Benassi,Italy,0,https://en.wikipedia.org/wiki/Marco_Benassi
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Riccardo Sottil,Italy,0,https://en.wikipedia.org/wiki/Riccardo_Sottil
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Rachid Ghezzal,Algeria,0,https://en.wikipedia.org/wiki/Rachid_Ghezzal
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Milan Badelj,Croatia,53,https://en.wikipedia.org/wiki/Milan_Badelj
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Martín Cáceres,Uruguay,102,https://en.wikipedia.org/wiki/Mart%C3%ADn_C%C3%A1ceres
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Dušan Vlahović,Serbia,Total,https://en.wikipedia.org/wiki/Du%C5%A1an_Vlahovi%C4%87
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Federico Chiesa,Italy,21,https://en.wikipedia.org/wiki/Federico_Chiesa
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Christian Kouamé,Ivory_Coast,0,https://en.wikipedia.org/wiki/Christian_Kouam%C3%A9
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Cristiano Biraghi,Italy,9,https://en.wikipedia.org/wiki/Cristiano_Biraghi
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Luca Ranieri,Italy,0,https://en.wikipedia.org/wiki/Luca_Ranieri
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Cyril Théréau,France,0,https://en.wikipedia.org/wiki/Cyril_Th%C3%A9r%C3%A9au
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Patrick Cutrone,Italy,1,https://en.wikipedia.org/wiki/Patrick_Cutrone
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Pedro,Brazil,1,"https://en.wikipedia.org/wiki/Pedro_(footballer,_born_1997)"
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Giovanni Simeone,Argentina,5,https://en.wikipedia.org/wiki/Giovanni_Simeone
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Bobby Duncan,England,0,https://en.wikipedia.org/w/index.php?title=Bobby_Duncan_(English_footballer)&action=edit&redlink=1
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Cristóbal Montiel,Spain,0,https://en.wikipedia.org/wiki/Crist%C3%B3bal_Montiel
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Bryan Dabo,Burkina_Faso,0,https://en.wikipedia.org/wiki/Bryan_Dabo
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Valentin Eysseric,France,0,https://en.wikipedia.org/wiki/Valentin_Eysseric
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Szymon Żurkowski,Poland,0,https://en.wikipedia.org/wiki/Szymon_%C5%BBurkowski
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Andrés Schetino,Uruguay,0,https://en.wikipedia.org/wiki/Andr%C3%A9s_Schetino
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Gabriele Gori,Italy,0,https://en.wikipedia.org/wiki/Gabriele_Gori
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Jacob Rasmussen,Denmark,0,https://en.wikipedia.org/wiki/Jacob_Rasmussen
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Kevin-Prince Boateng,Ghana,15,https://en.wikipedia.org/wiki/Kevin-Prince_Boateng
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Franck Ribéry,France,0,https://en.wikipedia.org/wiki/Franck_Rib%C3%A9ry
2019â€“20 Serie A,2019–20 ACF Fiorentina season,Sebastián Cristóforo,Uruguay,0,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Crist%C3%B3foro
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Davide Biraschi,Italy,0,https://en.wikipedia.org/wiki/Davide_Biraschi
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Paolo Ghiglione,Italy,0,https://en.wikipedia.org/wiki/Paolo_Ghiglione
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Cristian Romero,Argentina,0,"https://en.wikipedia.org/wiki/Cristian_Romero_(footballer,_born_1998)"
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Jandrei,Brazil,0,https://en.wikipedia.org/wiki/Jandrei
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Antonio Barreca,Italy,0,https://en.wikipedia.org/wiki/Antonio_Barreca
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Edoardo Goldaniga,Italy,0,https://en.wikipedia.org/wiki/Edoardo_Goldaniga
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Peter Ankersen,Denmark,0,https://en.wikipedia.org/wiki/Peter_Ankersen
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Nicholas Rizzo,Italy,0,https://en.wikipedia.org/w/index.php?title=Nicholas_Rizzo&action=edit&redlink=1
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Mattia Perin,Italy,2,https://en.wikipedia.org/wiki/Mattia_Perin
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Adama Soumaoro,France,0,https://en.wikipedia.org/wiki/Adama_Soumaoro
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Domenico Criscito,Italy,26,https://en.wikipedia.org/wiki/Domenico_Criscito
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Andrea Masiello,Italy,0,https://en.wikipedia.org/wiki/Andrea_Masiello
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Federico Marchetti,Italy,11,https://en.wikipedia.org/wiki/Federico_Marchetti
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Filip Jagiełło,Poland,0,https://en.wikipedia.org/wiki/Filip_Jagie%C5%82%C5%82o
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Cristián Zapata,Colombia,58,https://en.wikipedia.org/wiki/Cristi%C3%A1n_Zapata
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Lukas Lerager,Denmark,10,https://en.wikipedia.org/wiki/Lukas_Lerager
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Sebastian Eriksson,Sweden,7,https://en.wikipedia.org/wiki/Sebastian_Eriksson
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Francesco Cassata,Italy,0,https://en.wikipedia.org/wiki/Francesco_Cassata
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Nicolò Rovella,Italy,0,https://en.wikipedia.org/wiki/Nicol%C3%B2_Rovella
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Ivan Radovanović,Serbia,10,https://en.wikipedia.org/wiki/Ivan_Radovanovi%C4%87
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Marko Pajač,Croatia,0,https://en.wikipedia.org/wiki/Marko_Paja%C4%8D
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Denilho Cleonise,Netherlands,0,https://en.wikipedia.org/wiki/Denilho_Cleonise
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Stefano Sturaro,Italy,4,https://en.wikipedia.org/wiki/Stefano_Sturaro
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Antonio Sanabria,Paraguay,17,https://en.wikipedia.org/wiki/Antonio_Sanabria
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Andrea Favilli,Italy,0,https://en.wikipedia.org/wiki/Andrea_Favilli_(footballer)
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Lasse Schöne,Denmark,50,https://en.wikipedia.org/wiki/Lasse_Sch%C3%B6ne
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Iago Falque,Spain,0,https://en.wikipedia.org/wiki/Iago_Falque
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Andrea Pinamonti,Italy,0,https://en.wikipedia.org/wiki/Andrea_Pinamonti
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Jawad El Yamiq,Morocco,0,https://en.wikipedia.org/wiki/Jawad_El_Yamiq
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Sinan Gümüş,Germany,0,https://en.wikipedia.org/wiki/Sinan_G%C3%BCm%C3%BC%C5%9F
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Valon Behrami,Switzerland,83,https://en.wikipedia.org/wiki/Valon_Behrami
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Christian Kouamé,Ivory_Coast,0,https://en.wikipedia.org/wiki/Christian_Kouam%C3%A9
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Rômulo,Italy,0,"https://en.wikipedia.org/wiki/R%C3%B4mulo_(footballer,_born_1987)"
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Rok Vodišek,Slovenia,0,https://en.wikipedia.org/wiki/Rok_Vodi%C5%A1ek
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Kevin Agudelo,Colombia,0,https://en.wikipedia.org/wiki/Kevin_Agudelo
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,András Schäfer,Hungary,0,https://en.wikipedia.org/wiki/Andr%C3%A1s_Sch%C3%A4fer
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Mattia Destro,Italy,8,https://en.wikipedia.org/wiki/Mattia_Destro
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Goran Pandev,North_Macedonia,114,https://en.wikipedia.org/wiki/Goran_Pandev
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Andrei Radu,Romania,0,https://en.wikipedia.org/wiki/Andrei_Radu
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Riccardo Saponara,Italy,0,https://en.wikipedia.org/wiki/Riccardo_Saponara
2019â€“20 Serie A,2019–20 Genoa C.F.C. season,Oscar Hiljemark,Sweden,27,https://en.wikipedia.org/wiki/Oscar_Hiljemark
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Alessandro Berardi,Italy,0,https://en.wikipedia.org/wiki/Alessandro_Berardi
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Boris Radunović,Serbia,0,https://en.wikipedia.org/wiki/Boris_Radunovi%C4%87
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Marash Kumbulla,Albania,0,https://en.wikipedia.org/wiki/Marash_Kumbulla
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Paweł Dawidowicz,Poland,0,https://en.wikipedia.org/wiki/Pawe%C5%82_Dawidowicz
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Marco Silvestri,Italy,0,https://en.wikipedia.org/wiki/Marco_Silvestri
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Federico Dimarco,Italy,0,https://en.wikipedia.org/wiki/Federico_Dimarco
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Koray Günter,Germany,0,https://en.wikipedia.org/wiki/Koray_G%C3%BCnter
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Alan Empereur,Brazil,0,https://en.wikipedia.org/wiki/Alan_Empereur
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Salvatore Bocchetti,Italy,0,https://en.wikipedia.org/wiki/Salvatore_Bocchetti
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Claud Adjapong,Italy,0,https://en.wikipedia.org/wiki/Claud_Adjapong
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Amir Rrahmani,Kosovo,2,https://en.wikipedia.org/wiki/Amir_Rrahmani
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Davide Faraoni,Italy,0,https://en.wikipedia.org/wiki/Davide_Faraoni
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Lucas Felippe,Brazil,0,https://en.wikipedia.org/wiki/Lucas_Felippe
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Andrea Danzi,Italy,0,https://en.wikipedia.org/wiki/Andrea_Danzi
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Mattia Zaccagni,Italy,0,https://en.wikipedia.org/wiki/Mattia_Zaccagni
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Valerio Verre,Italy,0,https://en.wikipedia.org/wiki/Valerio_Verre
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Matteo Pessina,Italy,1,https://en.wikipedia.org/wiki/Matteo_Pessina
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Valentin Eysseric,France,0,https://en.wikipedia.org/wiki/Valentin_Eysseric
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Emmanuel Agyemang-Badu,Ghana,Total,https://en.wikipedia.org/wiki/Emmanuel_Agyemang-Badu
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Sofyan Amrabat,Morocco,18,https://en.wikipedia.org/wiki/Sofyan_Amrabat
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Samuel Di Carmine,Italy,0,https://en.wikipedia.org/wiki/Samuel_Di_Carmine
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Miguel Veloso,Portugal,Total,https://en.wikipedia.org/wiki/Miguel_Veloso
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Luigi Vitale,Italy,0,https://en.wikipedia.org/wiki/Luigi_Vitale
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Eddie Salcedo,Italy,0,https://en.wikipedia.org/wiki/Eddie_Salcedo
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Darko Lazović,Serbia,15,https://en.wikipedia.org/wiki/Darko_Lazovi%C4%87
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Mariusz Stępiński,Poland,4,https://en.wikipedia.org/wiki/Mariusz_St%C4%99pi%C5%84ski
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Abdoullaye Traoré,Ivory_Coast,0,https://en.wikipedia.org/wiki/Abdoullaye_Traor%C3%A9
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Luca Marrone,Italy,0,https://en.wikipedia.org/wiki/Luca_Marrone
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Giampaolo Pazzini,Italy,25,https://en.wikipedia.org/wiki/Giampaolo_Pazzini
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Ľubomír Tupta,Slovakia,0,https://en.wikipedia.org/wiki/%C4%BDubom%C3%ADr_Tupta
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Alessandro Crescenzi,Italy,0,https://en.wikipedia.org/wiki/Alessandro_Crescenzi
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Antonio Di Gaudio,Italy,0,https://en.wikipedia.org/wiki/Antonio_Di_Gaudio
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Liam Henderson,Scotland,0,https://en.wikipedia.org/wiki/Liam_Henderson
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Gennaro Tutino,Italy,0,https://en.wikipedia.org/wiki/Gennaro_Tutino
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Daniel Bessa,Italy,0,https://en.wikipedia.org/wiki/Daniel_Bessa
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Fabio Borini,Italy,1,https://en.wikipedia.org/wiki/Fabio_Borini
2019â€“20 Serie A,2019–20 Hellas Verona F.C. season,Lee Seung-woo,South_Korea,18,https://en.wikipedia.org/wiki/Lee_Seung-woo
2019â€“20 Serie A,2019–20 Inter Milan season,Lorenzo Pirola U21,Italy,0,https://en.wikipedia.org/wiki/Lorenzo_Pirola
2019â€“20 Serie A,2019–20 Inter Milan season,Tommaso Berni HG,Italy,0,https://en.wikipedia.org/wiki/Tommaso_Berni
2019â€“20 Serie A,2019–20 Inter Milan season,Daniele Padelli HG,Italy,0,https://en.wikipedia.org/wiki/Daniele_Padelli
2019â€“20 Serie A,2019–20 Inter Milan season,Danilo D'Ambrosio HG,Italy,6,https://en.wikipedia.org/wiki/Danilo_D%27Ambrosio
2019â€“20 Serie A,2019–20 Inter Milan season,Cristiano Biraghi CT,Italy,9,https://en.wikipedia.org/wiki/Cristiano_Biraghi
2019â€“20 Serie A,2019–20 Inter Milan season,Andrea Ranocchia HG,Italy,21,https://en.wikipedia.org/wiki/Andrea_Ranocchia
2019â€“20 Serie A,2019–20 Inter Milan season,Stefan de Vrij,Netherlands,43,https://en.wikipedia.org/wiki/Stefan_de_Vrij
2019â€“20 Serie A,2019–20 Inter Milan season,Milan Škriniar,Slovakia,36,https://en.wikipedia.org/wiki/Milan_%C5%A0kriniar
2019â€“20 Serie A,2019–20 Inter Milan season,Kwadwo Asamoah,Ghana,Total,https://en.wikipedia.org/wiki/Kwadwo_Asamoah
2019â€“20 Serie A,2019–20 Inter Milan season,Alessandro Bastoni U21,Italy,3,https://en.wikipedia.org/wiki/Alessandro_Bastoni
2019â€“20 Serie A,2019–20 Inter Milan season,Roberto Gagliardini HG,Italy,7,https://en.wikipedia.org/wiki/Roberto_Gagliardini
2019â€“20 Serie A,2019–20 Inter Milan season,Matías Vecino,Uruguay,41,https://en.wikipedia.org/wiki/Mat%C3%ADas_Vecino
2019â€“20 Serie A,2019–20 Inter Milan season,Ashley Young,England,39,https://en.wikipedia.org/wiki/Ashley_Young
2019â€“20 Serie A,2019–20 Inter Milan season,Nicolò Barella HG,Italy,18,https://en.wikipedia.org/wiki/Nicol%C3%B2_Barella
2019â€“20 Serie A,2019–20 Inter Milan season,Diego Godín,Uruguay,139,https://en.wikipedia.org/wiki/Diego_God%C3%ADn
2019â€“20 Serie A,2019–20 Inter Milan season,Stefano Sensi HG,Italy,6,https://en.wikipedia.org/wiki/Stefano_Sensi
2019â€“20 Serie A,2019–20 Inter Milan season,Lucien Agoumé U21,France,0,https://en.wikipedia.org/wiki/Lucien_Agoum%C3%A9
2019â€“20 Serie A,2019–20 Inter Milan season,Samir Handanović,Slovenia,81,https://en.wikipedia.org/wiki/Samir_Handanovi%C4%87
2019â€“20 Serie A,2019–20 Inter Milan season,Borja Valero,Spain,1,https://en.wikipedia.org/wiki/Borja_Valero
2019â€“20 Serie A,2019–20 Inter Milan season,Sebastiano Esposito U21,Italy,0,https://en.wikipedia.org/wiki/Sebastiano_Esposito
2019â€“20 Serie A,2019–20 Inter Milan season,Victor Moses,Nigeria,37,https://en.wikipedia.org/wiki/Victor_Moses
2019â€“20 Serie A,2019–20 Inter Milan season,Valentino Lazaro,Austria,29,https://en.wikipedia.org/wiki/Valentino_Lazaro
2019â€“20 Serie A,2019–20 Inter Milan season,Matteo Politano HG,Italy,3,https://en.wikipedia.org/wiki/Matteo_Politano
2019â€“20 Serie A,2019–20 Inter Milan season,Lautaro Martínez,Argentina,21,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez
2019â€“20 Serie A,2019–20 Inter Milan season,Marcelo Brozović,Croatia,55,https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87
2019â€“20 Serie A,2019–20 Inter Milan season,Antonio Candreva HG,Italy,54,https://en.wikipedia.org/wiki/Antonio_Candreva
2019â€“20 Serie A,2019–20 Inter Milan season,Federico Dimarco CT,Italy,0,https://en.wikipedia.org/wiki/Federico_Dimarco
2019â€“20 Serie A,2019–20 Inter Milan season,Christian Eriksen,Denmark,103,https://en.wikipedia.org/wiki/Christian_Eriksen
2019â€“20 Serie A,2019–20 Inter Milan season,Romelu Lukaku,Belgium,89,https://en.wikipedia.org/wiki/Romelu_Lukaku
2019â€“20 Serie A,2019–20 Inter Milan season,Alexis Sánchez,Chile,136,https://en.wikipedia.org/wiki/Alexis_S%C3%A1nchez
2019â€“20 Serie A,2019–20 Juventus F.C. season,Carlo Pinsoglio,Italy,0,https://en.wikipedia.org/wiki/Carlo_Pinsoglio
2019â€“20 Serie A,2019–20 Juventus F.C. season,Daniele Rugani,Italy,7,https://en.wikipedia.org/wiki/Daniele_Rugani
2019â€“20 Serie A,2019–20 Juventus F.C. season,Mattia De Sciglio,Italy,39,https://en.wikipedia.org/wiki/Mattia_De_Sciglio
2019â€“20 Serie A,2019–20 Juventus F.C. season,Danilo,Brazil,28,"https://en.wikipedia.org/wiki/Danilo_(footballer,_born_July_1991)"
2019â€“20 Serie A,2019–20 Juventus F.C. season,Matthijs de Ligt,Netherlands,23,https://en.wikipedia.org/wiki/Matthijs_de_Ligt
2019â€“20 Serie A,2019–20 Juventus F.C. season,Merih Demiral,Turkey,19,https://en.wikipedia.org/wiki/Merih_Demiral
2019â€“20 Serie A,2019–20 Juventus F.C. season,Alex Sandro,Brazil,23,https://en.wikipedia.org/wiki/Alex_Sandro
2019â€“20 Serie A,2019–20 Juventus F.C. season,Wojciech Szczęsny,Poland,49,https://en.wikipedia.org/wiki/Wojciech_Szcz%C4%99sny
2019â€“20 Serie A,2019–20 Juventus F.C. season,Adrien Rabiot,France,11,https://en.wikipedia.org/wiki/Adrien_Rabiot
2019â€“20 Serie A,2019–20 Juventus F.C. season,Leonardo Bonucci,Italy,99,https://en.wikipedia.org/wiki/Leonardo_Bonucci
2019â€“20 Serie A,2019–20 Juventus F.C. season,Rodrigo Bentancur,Uruguay,33,https://en.wikipedia.org/wiki/Rodrigo_Bentancur
2019â€“20 Serie A,2019–20 Juventus F.C. season,Giorgio Chiellini (C),Italy,105,https://en.wikipedia.org/wiki/Giorgio_Chiellini
2019â€“20 Serie A,2019–20 Juventus F.C. season,Sami Khedira,Germany,77,https://en.wikipedia.org/wiki/Sami_Khedira
2019â€“20 Serie A,2019–20 Juventus F.C. season,Blaise Matuidi,France,84,https://en.wikipedia.org/wiki/Blaise_Matuidi
2019â€“20 Serie A,2019–20 Juventus F.C. season,Miralem Pjanić,Bosnia_and_Herzegovina,98,https://en.wikipedia.org/wiki/Miralem_Pjani%C4%87
2019â€“20 Serie A,2019–20 Juventus F.C. season,Aaron Ramsey,Wales,61,https://en.wikipedia.org/wiki/Aaron_Ramsey
2019â€“20 Serie A,2019–20 Juventus F.C. season,Douglas Costa,Brazil,31,https://en.wikipedia.org/wiki/Douglas_Costa
2019â€“20 Serie A,2019–20 Juventus F.C. season,Federico Bernardeschi,Italy,27,https://en.wikipedia.org/wiki/Federico_Bernardeschi
2019â€“20 Serie A,2019–20 Juventus F.C. season,Marko Pjaca,Croatia,24,https://en.wikipedia.org/wiki/Marko_Pjaca
2019â€“20 Serie A,2019–20 Juventus F.C. season,Juan Cuadrado,Colombia,94,https://en.wikipedia.org/wiki/Juan_Cuadrado
2019â€“20 Serie A,2019–20 Juventus F.C. season,Paulo Dybala,Argentina,29,https://en.wikipedia.org/wiki/Paulo_Dybala
2019â€“20 Serie A,2019–20 Juventus F.C. season,Mattia Perin,Italy,2,https://en.wikipedia.org/wiki/Mattia_Perin
2019â€“20 Serie A,2019–20 Juventus F.C. season,Gonzalo Higuaín,Argentina,0,https://en.wikipedia.org/wiki/Gonzalo_Higua%C3%ADn
2019â€“20 Serie A,2019–20 Juventus F.C. season,Emre Can,Germany,30,https://en.wikipedia.org/wiki/Emre_Can
2019â€“20 Serie A,2019–20 Juventus F.C. season,Mario Mandžukić,Croatia,89,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87
2019â€“20 Serie A,2019–20 Juventus F.C. season,Gianluigi Buffon,Italy,176,https://en.wikipedia.org/wiki/Gianluigi_Buffon
2019â€“20 Serie A,2019–20 Juventus F.C. season,Cristiano Ronaldo,Portugal,Total,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
2019â€“20 Serie A,2019–20 S.S. Lazio season,Guido Guerrieri,Italy,0,https://en.wikipedia.org/wiki/Guido_Guerrieri
2019â€“20 Serie A,2019–20 S.S. Lazio season,Luiz Felipe,Brazil,0,"https://en.wikipedia.org/wiki/Luiz_Felipe_(footballer,_born_1997)"
2019â€“20 Serie A,2019–20 S.S. Lazio season,Patric,Spain,0,https://en.wikipedia.org/wiki/Patric_(footballer)
2019â€“20 Serie A,2019–20 S.S. Lazio season,Wallace,Brazil,0,"https://en.wikipedia.org/wiki/Wallace_(footballer,_born_October_1994)"
2019â€“20 Serie A,2019–20 S.S. Lazio season,Silvio Proto,Belgium,0,https://en.wikipedia.org/wiki/Silvio_Proto
2019â€“20 Serie A,2019–20 S.S. Lazio season,Ștefan Radu,Romania,0,https://en.wikipedia.org/wiki/%C8%98tefan_Radu
2019â€“20 Serie A,2019–20 S.S. Lazio season,Bastos,Angola,51,https://en.wikipedia.org/wiki/Bastos_(Angolan_footballer)
2019â€“20 Serie A,2019–20 S.S. Lazio season,Thomas Strakosha,Albania,14,https://en.wikipedia.org/wiki/Thomas_Strakosha
2019â€“20 Serie A,2019–20 S.S. Lazio season,Adam Marušić,Montenegro,35,https://en.wikipedia.org/wiki/Adam_Maru%C5%A1i%C4%87
2019â€“20 Serie A,2019–20 S.S. Lazio season,Denis Vavro,Slovakia,0,https://en.wikipedia.org/wiki/Denis_Vavro
2019â€“20 Serie A,2019–20 S.S. Lazio season,Jordan Lukaku,Belgium,8,https://en.wikipedia.org/wiki/Jordan_Lukaku
2019â€“20 Serie A,2019–20 S.S. Lazio season,Francesco Acerbi,Italy,11,https://en.wikipedia.org/wiki/Francesco_Acerbi
2019â€“20 Serie A,2019–20 S.S. Lazio season,Joaquín Correa,Argentina,5,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Correa
2019â€“20 Serie A,2019–20 S.S. Lazio season,Luis Alberto,Spain,1,"https://en.wikipedia.org/wiki/Luis_Alberto_(footballer,_born_1992)"
2019â€“20 Serie A,2019–20 S.S. Lazio season,Jony,Spain,0,https://en.wikipedia.org/wiki/Jony_Rodr%C3%ADguez
2019â€“20 Serie A,2019–20 S.S. Lazio season,André Anderson,Brazil,0,https://en.wikipedia.org/wiki/Andr%C3%A9_Anderson_(footballer)
2019â€“20 Serie A,2019–20 S.S. Lazio season,Manuel Lazzari,Italy,2,https://en.wikipedia.org/wiki/Manuel_Lazzari
2019â€“20 Serie A,2019–20 S.S. Lazio season,Danilo Cataldi,Italy,0,https://en.wikipedia.org/wiki/Danilo_Cataldi
2019â€“20 Serie A,2019–20 S.S. Lazio season,Sergej Milinković-Savić,Serbia,20,https://en.wikipedia.org/wiki/Sergej_Milinkovi%C4%87-Savi%C4%87
2019â€“20 Serie A,2019–20 S.S. Lazio season,Senad Lulić,Bosnia_and_Herzegovina,57,https://en.wikipedia.org/wiki/Senad_Luli%C4%87
2019â€“20 Serie A,2019–20 S.S. Lazio season,Bobby Adekanye,Nigeria,0,https://en.wikipedia.org/wiki/Bobby_Adekanye
2019â€“20 Serie A,2019–20 S.S. Lazio season,Marco Parolo,Italy,36,https://en.wikipedia.org/wiki/Marco_Parolo
2019â€“20 Serie A,2019–20 S.S. Lazio season,Lucas Leiva,Brazil,24,https://en.wikipedia.org/wiki/Lucas_Leiva
2019â€“20 Serie A,2019–20 S.S. Lazio season,Riza Durmisi,Denmark,0,https://en.wikipedia.org/wiki/Riza_Durmisi
